	variance
SETD3	0.039630733
ELOVL7	0.03962396
TNIP1	0.03961863
EIF4G3	0.03961442
ABCA5	0.03954488
AHCY	0.039478883
NME3	0.039461795
GNA13	0.039457347
MRPL21	0.03944167
LIPG	0.039399024
ATXN7L3B	0.03939696
HEXA	0.039383095
HCFC1R1	0.03937691
PCMT1	0.03935111
CITED4	0.039336313
MYO9B	0.03931154
KIAA0355	0.03926189
SDCBP2	0.03916127
CDK5RAP2	0.039123382
CHCHD6	0.039114147
CTSG	0.039085936
DEF6	0.039076302
ZNF281	0.039070025
ANTXR2	0.0390485
RANBP2	0.03904483
FLNC	0.038997613
NUDT5	0.038983908
CREBBP	0.038956217
ENC1	0.03895047
HK1	0.038946792
PLCB2	0.03893551
NDN	0.038892217
CSNK1E	0.038866278
RNF5	0.03886434
CAP2	0.038814705
MXD4	0.038812753
SETX	0.038809817
CFAP97	0.038796764
EPSTI1	0.038767222
MYO7B	0.038725797
IL16	0.038724877
SLC12A6	0.03863541
PPP3R1	0.038625397
NOP58	0.038597737
DCTN2	0.03855529
GCNT2	0.03850573
BRD7	0.038501367
ARID4A	0.038487557
SREK1	0.038475
SAV1	0.038440466
AOAH	0.03840998
NTRK2	0.038401235
ATG16L2	0.03839536
PIN1	0.038382463
CCDC186	0.038381234
ITGAL	0.038376074
ACIN1	0.038355455
TCP1	0.038341817
F5	0.03832568
CSRNP2	0.038246714
OCIAD1	0.038237713
GPCPD1	0.03819239
CFHR1	0.038147785
LRRC10B	0.0381448
FBXW5	0.038108945
IL18	0.038066093
SKIL	0.038051974
TCIRG1	0.03804241
MRPS33	0.038027808
STUB1	0.03802395
CCDC6	0.038023554
LDB2	0.03790185
RBM33	0.037899055
PLEKHA1	0.03785703
HNRNPL	0.037851896
PLAGL1	0.037831564
TAP1	0.037826583
HIST3H2A	0.037826184
AFF3	0.037816953
CRBN	0.037814982
SLC15A3	0.03775169
OFD1	0.037746344
LPGAT1	0.037738748
TCF12	0.037737
AZIN1	0.037717693
SH3D19	0.03762242
GADD45G	0.037617937
KDM2B	0.037596025
JMY	0.03758384
RPN1	0.037576586
PPP1R1B	0.037571047
CCDC173	0.037556242
CCDC47	0.037535608
PTGIR	0.037498485
IQSEC1	0.03748476
VCAM1	0.03746619
IGF2BP2	0.037461206
PITX1	0.03744744
PTPRA	0.037443448
CSF1R	0.037405733
FOSL1	0.03738044
TNRC6A	0.037355147
RAD23B	0.037334386
CIR1	0.037324805
ADAM9	0.03732389
INF2	0.037319023
KDM2A	0.03731579
FZD3	0.037295405
C1orf56	0.03727777
EIF4G1	0.037156053
FABP6	0.037130997
RFTN1	0.03712098
SPAG1	0.03709881
LIMS2	0.037089165
RSBN1L	0.037074234
C5orf24	0.037049886
CDH13	0.036984175
DDX1	0.036966894
MIER1	0.036957864
GCLM	0.036932543
LUC7L	0.036898978
RFC1	0.03685017
LRP2	0.03682974
USP12	0.03682783
ISCA1	0.03682592
CTBP2	0.036824483
ALDH3A1	0.03676746
TNS2	0.03675917
AR	0.036750667
HEBP1	0.036728032
CHCHD1	0.03672187
ABCF1	0.036721665
ITGAV	0.03669974
SLC25A29	0.036694176
NEGR1	0.036672454
CSNK2A1	0.036671467
PPP1R15B	0.03665821
TXNL4A	0.036642775
ANKRD55	0.036595404
PIK3C2A	0.0365608
TRIP11	0.036477674
PCDH9	0.03646406
SLC43A3	0.03645747
STX11	0.03644089
CFTR	0.036424216
HBQ1	0.036365006
LRBA	0.0363231
FAM111A	0.03624181
SHOC2	0.036178574
FLI1	0.036172103
VGLL4	0.036165338
BTN3A2	0.036164857
CDK13	0.03613932
TCF7L2	0.036125224
LARP6	0.03602275
SCGB1D2	0.03602268
AK9	0.03601202
LEPR	0.035995238
POR	0.035993274
ARHGAP4	0.035984036
CHD7	0.035978463
GINM1	0.035871916
FRYL	0.035850383
KYNU	0.035848256
RNASEH2B	0.035847902
RUFY3	0.035844408
XPO1	0.03583797
FAM114A1	0.035829723
RAI14	0.035797752
FAM214A	0.035787635
STMND1	0.03577852
HADHB	0.035771362
NANS	0.035714924
PSMD2	0.03567276
ANAPC5	0.03567192
EIF4A3	0.03565581
LPCAT2	0.03562386
HOOK3	0.035610404
LOX	0.03557303
FUNDC2	0.035554256
CD164L2	0.035538055
RAB14	0.035536397
FAT1	0.035517916
EPB41L2	0.03548679
GTF2A2	0.035481725
PHYH	0.03547955
MCTP1	0.03547865
HIF3A	0.035469677
MYBPC3	0.035453297
GLT1D1	0.035366356
UBR5	0.03535371
MYD88	0.035339046
LIMK2	0.03531601
PNPLA2	0.035294525
PPP4C	0.035274517
GIPC2	0.035234064
EDIL3	0.035218325
CADM1	0.035214897
EHD2	0.035205904
MAD2L1	0.035203323
TBXA2R	0.03520172
PLEKHF2	0.035196465
PSMD14	0.035179123
RGN	0.03515539
SLC3A1	0.035112377
MAGOH	0.03510654
LY6G6F	0.03510463
MCM3	0.03509316
EPS15	0.035056107
MSRA	0.035050746
DOCK10	0.03500805
GGT5	0.034993693
C6orf118	0.034983158
LIMD1	0.034978043
UBE2F	0.03495661
LIPH	0.034941122
EIF4EBP2	0.03492834
SMARCA1	0.034927517
TMEM230	0.03490323
SH2D1A	0.034901924
OSM	0.03489123
TRIP12	0.034879893
CYP27A1	0.0348744
TRIM24	0.034866598
CASP3	0.034856673
PPCS	0.03485277
DCTN3	0.03485037
BAIAP2	0.034834247
MOCS2	0.03481276
MAGEF1	0.03479782
CHN2	0.03478643
ATP2C1	0.034779113
WDR26	0.034765363
ANKRD9	0.0347635
TANC2	0.034755025
OMD	0.034722786
ISOC2	0.034717426
GPT2	0.03470551
CYLD	0.034684937
KLF7	0.034648582
ABAT	0.0346234
STAT6	0.034587994
FMO2	0.034558423
KIAA0040	0.034555055
DNAH6	0.034527566
ETNK1	0.03452344
PDE4DIP	0.034509446
FGD4	0.03446822
ARFGAP3	0.034442578
TMCO1	0.034437984
COA1	0.034428414
SNRK	0.034405425
MRPL13	0.034389738
MAPKAPK2	0.03436936
PHF20	0.03432468
ITGA2	0.03431863
GNB5	0.034297988
CEP78	0.03426995
PDLIM2	0.0342569
ECHDC3	0.034214616
COBL	0.03420449
GOLGA8B	0.03418543
OSMR	0.034179978
BIRC6	0.034165516
SLC25A36	0.03414024
ITPRIP	0.034129642
AHNAK2	0.034120575
DNAH10	0.034120437
CD300LG	0.034116063
RHOF	0.034108058
BMP6	0.0340845
TM7SF2	0.034071952
CUX1	0.034058433
CLDN18	0.034054443
LARP1	0.034025073
FAM102A	0.033990804
CHD3	0.03399044
PAFAH1B1	0.033966813
CDK2AP2	0.033955105
BACH1	0.033942856
TMTC1	0.033942103
FAHD1	0.03392974
RASA2	0.033918113
RC3H1	0.03390919
AHR	0.033888776
TNFRSF10C	0.033832356
RPS6KA1	0.033830684
OSR2	0.033821125
AP1S1	0.033802163
AGPAT5	0.033798166
VTI1B	0.033760916
ALDH1B1	0.03374262
MAST4	0.033730272
PXDC1	0.03372279
RBM17	0.03371502
MRPL15	0.033712562
PRL	0.033688437
BCAS2	0.0336841
GOLGA8A	0.033674374
DDX3Y	0.033669088
PPM1A	0.033602513
UBE2G2	0.033594728
SUCO	0.033580802
CTDNEP1	0.033572417
CLDN6	0.03354468
ECHDC1	0.03354036
CAMK1D	0.033530973
IER5L	0.033499423
MLLT3	0.033410728
NADK	0.03339513
TLR8	0.033377968
NT5DC2	0.03337359
ATP6V1C1	0.033341285
AGPAT1	0.03331481
DNAJC9	0.03327577
HELZ	0.0332203
BBOF1	0.03312687
EIF3B	0.033115327
RELB	0.03311269
AFM	0.03310321
HSDL2	0.033093344
OSCP1	0.033027634
TUBA4B	0.033019334
SULT1E1	0.03299653
CENPE	0.032992616
APOA5	0.032977752
MICU1	0.032957826
TNFAIP8L1	0.03295338
SETD2	0.032942805
ALDH1A2	0.032936275
CYB5R4	0.03291554
FOLR1	0.03289749
SDF4	0.03287968
ADAM15	0.03287776
TRIM2	0.03287324
CAPRIN1	0.032852843
ADAM19	0.03281707
TAF15	0.032786816
XPNPEP1	0.032764908
STT3B	0.032759957
RPL7L1	0.032742962
MFSD2A	0.032733556
GINS2	0.03272838
TXNL1	0.032703787
TIMM17B	0.03269487
GZMH	0.032690726
MMRN2	0.032688983
ZFHX4	0.032686718
CHDH	0.03267615
NPR3	0.032641307
ZCCHC17	0.032636385
FNIP2	0.032627907
TSPAN7	0.032618325
TMED5	0.032617792
CLDND1	0.03261
IPO7	0.03257076
TMEM67	0.032570332
TANK	0.032557428
ECSCR	0.032528084
ACO2	0.03251999
CHRDL1	0.032516122
ACACB	0.0325135
PTPRG	0.03246711
CD300E	0.032440692
TOMM5	0.032428008
MIA2	0.032420807
PCDH17	0.032384172
CSPP1	0.032369874
SNRNP25	0.032368455
SLC13A1	0.03235479
TBC1D8	0.032340866
UBA2	0.032331657
SMC2	0.032321222
RNF125	0.032276105
ELF2	0.03226946
MRPS7	0.03222993
G6PD	0.032216668
NUAK1	0.032215677
ADAM17	0.032208636
SYNRG	0.032198954
SCG5	0.03219234
MRPL11	0.03206506
USF2	0.031970836
EBNA1BP2	0.031955514
CCDC74A	0.03193408
SULF1	0.031929836
SRPRA	0.031926934
COPA	0.03192343
IL18RAP	0.031898994
CASP1	0.031896524
ITPRIPL2	0.03187443
SSBP2	0.03187284
ANTXR1	0.031869218
NARF	0.031851213
RAF1	0.031848002
CEMIP	0.031795304
SLC25A11	0.031792056
PLXNB2	0.031787563
RIT1	0.031772424
CSGALNACT1	0.03174044
ATAD2	0.03173229
JARID2	0.03167052
FANK1	0.031669118
HECA	0.03166415
SAE1	0.031644523
CCSER2	0.031617418
OSER1	0.031600203
UNC93B1	0.031563632
MST1	0.031530686
TSPAN13	0.031528518
GP6	0.031515177
PTPN4	0.031480495
RABL6	0.031469293
AKAP14	0.031465136
TMIGD2	0.031443518
CEBPZ	0.031436183
ACOX1	0.03133312
JAK2	0.031321693
DMD	0.03128776
F10	0.031276435
FAM110D	0.03127629
NFKB2	0.031251412
SYTL2	0.031249294
SUMO3	0.03124447
RPS19BP1	0.031244028
COMMD8	0.031189838
ZFC3H1	0.031176245
CHIC2	0.031100523
MOB3A	0.031098228
MOK	0.031079954
PSMD4	0.031073974
FIBIN	0.031065185
MPRIP	0.03103661
USP8	0.03102687
TM7SF3	0.030998519
FNIP1	0.030979944
RIIAD1	0.030938061
LIX1	0.030916223
LAMB3	0.030891426
IER3IP1	0.030883504
CTSE	0.030862497
TMEM63A	0.030840144
FOXO1	0.030808542
MIA3	0.03079765
EFCAB10	0.030748447
KIAA1324	0.030682264
ZNF644	0.030659603
SYNPO	0.030639324
HIST2H2BF	0.030631155
VNN3	0.030630102
UROD	0.03060733
MEAF6	0.030602913
SNTB2	0.030596094
STAT4	0.03059335
IGF2BP1	0.030579338
RNMT	0.030573068
RUNX1T1	0.030524192
CDCP1	0.030502662
TBC1D2B	0.030461557
FFAR2	0.030452855
LRRC25	0.03043095
SPG7	0.030395461
RRM2	0.03038268
TMEM167A	0.030375239
IGF2BP3	0.030352725
SDHB	0.03034973
PMF1	0.030348035
TRIM6	0.030324541
MAPRE1	0.030322019
TCTN1	0.030311568
FKBP4	0.030307226
MAP2K1	0.030295227
PUM1	0.030277053
FECH	0.030243909
F12	0.030242188
APC	0.03024214
GMDS	0.030189475
ANKUB1	0.030181948
VPREB3	0.030128583
BIK	0.030098448
PPP4R3B	0.030087613
PFKFB2	0.030072128
MTIF3	0.030061517
TTC25	0.030050568
ATL3	0.030047277
MLLT6	0.030035103
RCAN2	0.03002303
SKA2	0.030002715
TMEM107	0.029999549
KRT6B	0.029950965
MSX1	0.029946411
NOSTRIN	0.029937856
NFATC2IP	0.02993486
ASPN	0.029933127
EPB41L3	0.029930243
GFI1B	0.029924156
CTBS	0.029896855
C22orf15	0.029889116
PYCR2	0.02986559
OTX2	0.029855855
TBC1D4	0.029853765
RIN3	0.029845139
SCGB2A1	0.029830601
PDCD6	0.029805206
RPAIN	0.029804586
SP140	0.029746415
TAF10	0.029746365
RSPO3	0.029744022
LRRC59	0.029716106
KIAA1217	0.029698906
C7orf50	0.029697271
FMN1	0.029691076
DGKH	0.029686823
NFAM1	0.02968064
TFAP2A	0.029678242
IPCEF1	0.029677693
TRAPPC2L	0.029673645
ITGB7	0.029672198
TMC4	0.029648611
HSBP1L1	0.029636586
MMP11	0.029632881
KRAS	0.029624887
IFT88	0.029624647
FKBP10	0.02962401
TMEM160	0.029604444
YIF1A	0.029590603
FBXO9	0.029570227
SUN1	0.029557372
TOP2B	0.02955701
RPGR	0.029553514
PRKG1	0.02954496
KIAA1109	0.029537886
KIF20B	0.02953303
LCOR	0.02952715
P2RX5	0.029509578
CISD3	0.029494299
MISP	0.029493565
ARAP2	0.02948967
FUT8	0.029475098
PRKCD	0.029458918
CNKSR3	0.029454106
PTK2	0.029450633
NAA20	0.02944959
RASA3	0.029398933
DNAJB11	0.029362546
OAT	0.029354978
RAPGEF1	0.029335763
CHCHD5	0.029320665
PFDN4	0.029313523
PPP4R3A	0.029303512
MYO1C	0.029291281
CCAR1	0.02929058
AURKB	0.029287508
TXN2	0.02927369
EMILIN2	0.029245615
ZFAND6	0.029206
TNFRSF13B	0.029200872
IMMP1L	0.029199986
CARS	0.029145027
ORAI1	0.029143693
ARID3A	0.0291382
PDHB	0.029124448
TTC38	0.02912132
SNF8	0.029097944
HERC2	0.029076159
UBAC1	0.02906738
E2F3	0.029026909
LAMA4	0.029017657
SLAMF7	0.029011408
BPIFA2	0.02897604
THY1	0.028974868
STXBP6	0.028971585
IARS	0.028960846
BTK	0.028937675
LZTFL1	0.028902734
SULF2	0.02890035
CCNY	0.028868506
C19orf48	0.028844181
TPRKB	0.028807942
ELP5	0.028800227
ZBTB1	0.028783817
ANKRD17	0.028779928
UBXN11	0.028778244
FAM136A	0.02877337
HHEX	0.028769152
APOL6	0.028754821
TOX	0.028739063
NMI	0.028730972
ECM1	0.028720716
CFI	0.028717054
YAP1	0.028693635
CDC42BPA	0.02867994
ARMCX3	0.028667768
EIF1AY	0.028664513
LARP7	0.028649624
VPS4B	0.028644338
SRP54	0.02861519
CD4	0.028591333
ARHGEF40	0.028578319
DDHD1	0.028530084
PRRC2B	0.028516611
SUZ12	0.028507734
ATXN1	0.028498633
LONP2	0.028469939
NSD1	0.028407892
CYP8B1	0.028378855
TUBB3	0.02837715
WDR45B	0.028310195
SEC63	0.028295884
N4BP2	0.028290575
VWA3B	0.02828164
UROS	0.028270066
LPIN2	0.028265193
QARS	0.0282249
TNNI3	0.02822014
MGAM2	0.028216237
TREH	0.028192358
BAZ1B	0.028138813
UNC13D	0.02812122
DNAJB9	0.02809352
UBE3A	0.028047105
TMEM259	0.028045207
JADE1	0.028040312
B9D1	0.028036768
NOTCH4	0.028031973
DDC	0.02801289
COPB2	0.02800093
DNAL1	0.027987026
TMEM38B	0.02797681
SEMA4A	0.027974006
AGL	0.027916983
LPAR1	0.027902411
C1orf198	0.027885495
C1orf43	0.027871681
SLK	0.027847307
PHACTR2	0.027842723
UBL4A	0.027789328
FRY	0.027771043
TACC3	0.027748255
NPL	0.027742613
SUDS3	0.027728755
TTLL7	0.02772111
TFEC	0.02769086
CATSPERD	0.027656712
CD8B	0.027631335
TFG	0.027611662
CHST12	0.027605638
CCDC30	0.027564151
ARL5B	0.02756395
PPP2R2A	0.027542524
TNFRSF14	0.027542237
GFRA1	0.027510371
ISM2	0.027506307
MCM5	0.027503867
IL15	0.027494343
MLXIP	0.027480813
MYCT1	0.027461661
MMAB	0.027456876
ZNF91	0.027448466
CFAP221	0.02741457
HPN	0.027403122
MED28	0.027389796
PRUNE2	0.027379375
SPPL2A	0.027346168
MUC3A	0.027339835
DKC1	0.027299985
GRK6	0.027297493
UBTF	0.02729462
LTBP3	0.027290039
PCF11	0.027256422
CCDC71L	0.027224338
REST	0.027192364
YES1	0.027184388
SLC2A2	0.027183514
IDS	0.02715435
MRPL22	0.027148506
C11orf74	0.027146354
STAG3	0.027128672
DNAJB4	0.027117522
NDUFAF2	0.0270753
DYNLL2	0.027048841
SENP6	0.027025208
MAFG	0.027024684
APCDD1	0.026989127
GLRX3	0.02698761
TEKT2	0.02697978
PCLO	0.026973063
ARID5A	0.02695263
CHMP4A	0.026922617
ORMDL1	0.026915794
DRC1	0.026905643
DDX60L	0.026904104
RNF115	0.026900435
RBBP7	0.026900398
CHP1	0.026895683
SIPA1L2	0.026894301
SNX27	0.026880069
TARSL2	0.02687944
CD28	0.026879229
MRPL44	0.026876582
BEX2	0.02687239
LRRK1	0.026823396
PTPN2	0.026818994
URI1	0.026818728
CKAP2	0.026795045
NPR1	0.026792353
ACBD3	0.026773615
ATP8B1	0.026760312
NIFK	0.026756182
SLC43A2	0.02674495
CDH11	0.026727976
DENND5A	0.026718967
STRBP	0.026683876
EIF4H	0.026663642
MICAL1	0.026614005
FAM53C	0.02658504
SLC39A7	0.026562532
HDDC2	0.026556663
HIST1H2AG	0.026506063
SP3	0.026501086
WIPI1	0.026482275
DGKZ	0.026477585
PTRHD1	0.026468905
PAXBP1	0.02646805
PHACTR4	0.026465159
STIM2	0.026439121
PTH1R	0.026408408
STIP1	0.026385508
BUD31	0.026375456
NDUFA7	0.026365422
FMOD	0.02635716
PSMC1	0.026338335
FAM13A	0.02633201
DYNLT3	0.026329966
PRR29	0.026329355
LARP4	0.026325043
CTNNBL1	0.02628492
LSM8	0.026279805
VAV3	0.026271502
MYBL1	0.026264885
UBXN10	0.026260473
MALT1	0.026259873
DARS	0.026256848
MARCH7	0.026239164
SRSF6	0.026235344
PRPF8	0.026208377
APOBEC3C	0.026193528
MCFD2	0.026192047
PRKCA	0.026187385
MARCH6	0.02617188
DOCK9	0.026159808
SURF4	0.02611141
RBFOX2	0.026110942
DNAJC21	0.026106894
CD22	0.026091577
GPC1	0.026080798
SHANK3	0.026080078
POLD2	0.026077224
PPP1R7	0.026075022
STAU1	0.026050178
PTGDR	0.02603814
CNRIP1	0.026033413
DDR1	0.026028315
SLC12A2	0.026026065
CWC15	0.026015654
MICAL2	0.026006373
OTUD1	0.025989626
GMNN	0.025976362
TBL1XR1	0.025959758
DCTPP1	0.0259502
ADAP2	0.025944766
CCL14	0.025919087
FUBP1	0.025916616
SCN1B	0.025915436
DENND2D	0.025912102
BID	0.025888728
SLC1A5	0.025884343
ZFYVE16	0.025879053
MAP1LC3A	0.025869587
POPDC2	0.025867935
GPRIN3	0.025867032
CDC14B	0.025863435
DNAJC12	0.025842978
MERTK	0.025827423
MYOM1	0.025816683
SMIM19	0.025803274
MARCH8	0.025782075
IPO5	0.025781175
SMC5	0.025770726
USP1	0.025725566
LSAMP	0.025721494
PRTG	0.025703833
ALDH7A1	0.025641512
HTR3E	0.025626155
BCAP29	0.025591785
PON2	0.025576303
TMEM106C	0.02556824
RALGAPA1	0.02554591
CKM	0.025533235
HINT2	0.0255035
CUEDC2	0.025470417
SUPT5H	0.025463173
ANAPC13	0.025449034
CCDC33	0.025423225
EIF2A	0.025408227
RAPGEF5	0.0253981
AHSA1	0.025380833
TRIM25	0.025377952
YWHAG	0.025361845
PACS1	0.02535811
LUZP1	0.025351034
CDC123	0.02534966
COMMD7	0.02533302
ITFG1	0.025329754
CNIH4	0.025319438
ATXN2	0.025296273
GGH	0.025283853
CD40	0.025282295
SLCO1B3	0.02526895
MBTPS1	0.02524678
CFAP46	0.02524319
PDS5A	0.025234241
SIPA1	0.025228433
DGKA	0.025223842
PAK1	0.025219746
NFAT5	0.025211085
PPP2R5A	0.025204744
BRWD1	0.025186297
PIK3CD	0.025174765
LPAR6	0.025173087
DHTKD1	0.025171855
ZFAND3	0.025167383
PACRG	0.025162773
DYDC2	0.025160981
PNMA1	0.025151541
ETF1	0.02515126
GALNT3	0.025144016
FNDC3A	0.025107251
AUP1	0.025100894
RAB11B	0.02509343
DMXL2	0.02507572
TXNDC5	0.025072366
PGRMC2	0.025067763
MECP2	0.025038604
HPCAL1	0.02502197
DNAJC1	0.02500259
CC2D1A	0.025000455
FMNL2	0.024999442
SNRNP200	0.02496568
POGLUT1	0.024941968
NCOA1	0.02493044
BLVRA	0.02493016
POLE3	0.02492146
CARD8	0.024914855
FIBP	0.024911437
NUMA1	0.02489084
CHST11	0.02488011
SLC27A2	0.024872642
ELMO1	0.02486623
SPAG8	0.024861868
TBC1D1	0.024822088
ALPK1	0.024819762
CUL3	0.024806581
HDAC7	0.024788128
GRAMD1A	0.024777547
ARFGEF3	0.02475271
MCTS1	0.024738487
ABI1	0.02471997
ZBBX	0.024714086
TRIM8	0.024705017
GSR	0.024701482
DHRS9	0.024687972
EEF1E1	0.024667365
BAIAP2L2	0.024660787
KLF1	0.024656253
ERG	0.024640778
ARHGAP25	0.024632422
MAP3K1	0.024624286
IRAK1	0.024610674
F9	0.02460974
NT5C3B	0.024600929
PDCD6IP	0.024599206
GM2A	0.024593027
KREMEN1	0.024548555
EMC6	0.024492327
ZNRF1	0.024460766
UPF3A	0.024456445
GNAI1	0.024450263
ATP2B4	0.024448793
EZH2	0.024436416
ABI2	0.024433251
IRF3	0.024432354
OTUB1	0.024413645
TSC22D4	0.024410356
CENPU	0.024396675
RPL26L1	0.024392847
AHI1	0.024388274
KAZN	0.024367396
LACTB	0.024362668
RAB3IP	0.024354232
TWF2	0.024345553
TCF3	0.024342623
MAN2A2	0.02431172
MFAP3L	0.024309546
PARVG	0.024301434
MUC15	0.024295315
KPNA4	0.024279224
HOXA7	0.024260417
ALDH4A1	0.024239838
LRPPRC	0.024225958
DNAJC10	0.024221081
RNASEH2A	0.024175122
CISD2	0.024162732
CPXM1	0.024156831
IL1RAP	0.024150595
INAFM2	0.024146337
NXPE3	0.024143679
CPA3	0.024141064
OLFM1	0.02413318
SARS	0.024121448
PBRM1	0.02412038
PPM1K	0.024097063
RAB25	0.02409566
TBRG1	0.024068628
YPEL2	0.024047535
CCDC25	0.024046665
FCER1A	0.024046186
POLR2H	0.024045214
TCEAL1	0.024044884
UGT2A3	0.024038339
TP53I3	0.02403191
SLC16A4	0.024031023
MRPL54	0.024001641
PGM2L1	0.023991223
HOOK2	0.023979807
ZNF326	0.023979692
HIST1H2BD	0.023979058
SREBF2	0.023964163
REPS2	0.023963155
SLC25A1	0.023924038
NSMCE3	0.023922043
SLC16A9	0.023918914
MAGI1	0.023899138
SLC6A17	0.023895664
MYOF	0.023885759
IRF2	0.02385931
C9orf72	0.023853594
ACVRL1	0.023828909
EMILIN1	0.023806216
MRPL19	0.023796951
TNFSF4	0.023793593
SCNN1A	0.023784412
RSPH3	0.023769058
DNAJC7	0.023749318
REEP3	0.023746645
GFOD1	0.023716694
RNPC3	0.023715012
MRPL55	0.023706581
LAGE3	0.023668367
SLC27A5	0.023653762
DUSP3	0.023629075
SPEF1	0.023620624
THEMIS	0.023597961
CREBZF	0.0235939
MOB2	0.023588883
TMEM45A	0.023580872
MEA1	0.023573251
FCGR1A	0.023565345
USP47	0.02356504
CGGBP1	0.02356004
MTFR1L	0.02355165
NR2F6	0.023534602
AMFR	0.023528066
PRCP	0.023527157
SFT2D1	0.023523001
DERL1	0.023459423
NPEPPS	0.023438767
SNTA1	0.02343321
MAP3K3	0.023433173
TESPA1	0.023418996
LMO3	0.023403758
SMLR1	0.023398694
CFAP54	0.023387112
KIDINS220	0.023373934
VPS37B	0.023341259
MLH3	0.023334112
AFTPH	0.023330836
HIST1H2AH	0.023326306
IGF1R	0.023319561
FAAP20	0.023312822
INPP5B	0.023311973
FADS3	0.023310898
CCS	0.02328614
IDH3G	0.023269556
C1QTNF4	0.023240108
CENPC	0.023239272
SETD5	0.02321095
METTL5	0.023198586
EIF4E	0.023175424
FAM117A	0.023168948
MAN2A1	0.023157563
ANKRD66	0.02311569
PARD6B	0.02308844
TM9SF2	0.023083696
EMD	0.023045782
KLHL2	0.02304522
C1RL	0.023010364
ZMYM2	0.02299242
MTHFD1	0.02299081
CYTH3	0.022988597
EGR3	0.022953218
WDR13	0.022944458
TCTEX1D1	0.022942305
DHFR	0.022940345
PSMD11	0.022940207
SEC61A1	0.022932656
ARHGEF11	0.022906344
SLC31A2	0.022898804
NOTCH2	0.022891486
AGO4	0.022874527
ARL8B	0.022855135
ATF7IP2	0.022853589
GRPEL1	0.022839116
SMAD5	0.022803074
ALMS1	0.02279511
UIMC1	0.02278634
IMP3	0.022784643
PSMG2	0.022772131
GOT2	0.022755543
IRF2BPL	0.022742229
STOML3	0.02273094
EI24	0.022727573
SAMD9L	0.022714969
ARG2	0.022711849
ZBTB43	0.0227031
ERAP2	0.022692807
JOSD2	0.022687407
CRYM	0.022649063
LYRM4	0.022645338
STAT1	0.022631269
IMMT	0.022622861
FGD3	0.022622451
PTAFR	0.02261665
MAP7D1	0.022613589
NAA10	0.02261323
ADSL	0.02259762
NBN	0.022583364
KCMF1	0.022542903
PPL	0.022534
AP3S1	0.022492459
NEMF	0.022491913
GNPDA1	0.022491833
DNTTIP2	0.02247273
ACOT7	0.022463089
USP22	0.022443311
FAM200B	0.02244215
PSMC6	0.022391325
FUOM	0.022390597
TAOK1	0.022389192
PCSK6	0.022381682
AFG3L2	0.022380454
SLFN13	0.02237803
PSMD1	0.022371434
S1PR5	0.022366455
FAM50A	0.022330798
MYO1E	0.022299353
ENOSF1	0.02228995
EMC4	0.022285303
DHX9	0.022282122
CNOT7	0.022228636
SSU72	0.022224497
PDE7A	0.022219287
TMCC3	0.022215933
GATA1	0.022209615
CLSPN	0.022202635
HAS2	0.0221797
IFT172	0.02217708
LBP	0.022155233
KLHL24	0.022153696
KLHL6	0.022130158
UHMK1	0.022120025
COMMD4	0.022097448
TMEM30A	0.02207781
FAM110A	0.02205728
PKP4	0.022050781
LYPLAL1	0.022047034
SMARCC2	0.02203585
RASSF8	0.022032747
HAUS1	0.022027997
HSPA4	0.02202555
ABL1	0.022024693
CLPTM1	0.022019116
HAL	0.02199882
CASC4	0.021997554
USP14	0.021988403
HUWE1	0.021974739
ABCC9	0.021971378
TMEM54	0.021960024
TFAM	0.021959841
MFNG	0.021958068
BOD1	0.021937627
TM4SF5	0.02191446
GATAD1	0.02191251
CD6	0.021900455
UPB1	0.021890257
CREB3L2	0.02188958
TRA2A	0.021855295
GANC	0.021837693
PTPRM	0.021832108
MRPL36	0.021827873
CHORDC1	0.02180958
RER1	0.021797542
MYO1D	0.021797108
LSM1	0.021782752
KLK5	0.021779096
USP16	0.021762962
ARHGEF2	0.021736529
ESYT2	0.02173166
KCNAB2	0.021726653
TIMP4	0.02168138
WARS	0.021667585
PSD3	0.02166055
MRPL16	0.021653531
CH25H	0.021649458
HOMER2	0.02164927
SLC25A13	0.02164373
BTF3L4	0.021637397
HSPA2	0.021634465
VMO1	0.021632005
ARL1	0.02162979
BATF	0.021621201
C1orf189	0.02157038
RASAL2	0.021555837
ARL2BP	0.021552036
SLC1A3	0.02154255
SPATA17	0.021534195
PHYHIPL	0.021528354
UBE2V2	0.021497982
PFDN6	0.021493835
DDX39A	0.021491695
ARF3	0.021489495
CHKA	0.021482393
STARD7	0.021481667
PVR	0.021478932
CTBP1	0.021472214
SPATA6	0.021458393
TSPYL1	0.021458227
SLC26A2	0.021443674
DOK4	0.021428736
SRGAP3	0.021426177
TRAPPC6A	0.02142447
MRPS25	0.021423958
POLR2C	0.021423295
UBE2L6	0.021417217
ANKRD13D	0.021410337
SAR1B	0.02140717
TSEN34	0.02139037
AP1G2	0.021379137
SUSD5	0.021371128
NECAP2	0.021349696
GDA	0.021345433
KIAA0232	0.021343237
LHFPL2	0.02132639
GSE1	0.021318555
CAMKK2	0.021315517
ST8SIA4	0.021310847
CC2D2A	0.021299567
COPS2	0.021293705
ITLN1	0.021286571
ADIPOR2	0.021282222
CYFIP1	0.021251353
MPDZ	0.021230727
LPIN1	0.021226294
